Type,Matériaux,Teneur en carbone C (%),Utilisation,section,Nuances d'aciers,Résistances élastiques σe (MPa),Résistances à la rupture σr (MPa),Déformation limites l/l₀ (‰),Désignation,Signification,Valeur de H (mm),N°,DESIGNATION,CHARGE en daN/m²,NATURE des locaux,Charges daN/m²,Type d'action,Catégorie,Dénomination,Degré de l'action,Coefficients de pondération,Combinaison d'actions,Les combinaisons,Temps de récurrence (ans),Valeur,Région I,Région II,Région III,Région IV,Région V,Région VI,Régions,I,II,III,IV,V,VI,Paramètres,Zone I,Zone II,Zone III,Zone IV,Zone V,Zone VI,Zone VII,Zone VIII,Zone IX,Zone X,Type de parois,Valeur du coefficient résultante C',Profils,Dimensions (mm),Masse (kg/m),Surface de peinture (m²/m),Section A (cm²),Moment d'inertie (cm⁴),Module de flexion (cm³),Rayon de giration (cm),Distance entre ailes d (mm),Moment statique Sx (cm³),Séries,Dimensions (mm) e,Section (cm²),Moment d'inertie I_y (cm⁴),Module de flexion W_y (cm³),Rayon de giration i_y (cm),e (mm),Ix_a0,Wx_a0,Ix_a6,Wx_a6,Ix_a10,Wx_a10,Ix_a8,Wx_a8,Ix_a12,Wx_a12,Ix_a14,Wx_a14,Ix_a16,Wx_a16,Classe d'emploi,Conditions,Altérations,Type de bois,Classe de résistance,Domaine d'utilisation,Classe de service,Humidité relative de l'air ambiante à 20 °C,Humidité relative de l'air ne dépassant 85%,Types de structures,Nature de bois,Valeur de H (%),Observation,Emploi,Valeur de rᵥ (%),Valeur de v (%),Valeur de d,Exemple de bois,Symbole,Unité,C18,C22,C24,C27,C30,C35,C40,GL24h,GL28h,GL32h,GL36h,Classe du bois lamellé-collé,Bois des lamelles extérieures,Bois des lamelles intérieures panaché ou combiné,Essence de bois,Densité,Résistance à la compression,Résistance à la flexion,Module E,Retrait tangentiel,Retrait radial,Termite,Classe de Durabilité,Classe de densité,Classe d'emploi (sans traitement),Résistance mécanique,qk (daN/m²),Qk (daN),Poids propre (par mètre de longueur de cloison),Charge répartie équivalente qk (daN/m²),Etat limite vérifié,Action Permanente (Gk),"Action variable de base (Qk,1)","Actions variables d'accompagnement (Qk,i)",Action Accidentelle (γ_A*A_dk),Combinaison,Coefficients partiels en fonction du type d'action,Bâtiment usuel,Temps de récurrence (an),Régions I,Régions II,Régions III,Régions IV,Régions V,Régions VI,Réf.,Durée indicative (en année),Ouvrages,Catégorie de rugosité,Description,Z₀ (m),Z_min (m),Ref,Coefficients C_pe,Surface (S) reprenant l'action du vent (m²),h/d,"A_C_pe,10","A_C_pe,1","B_C_pe,10","B_C_pe,1","C_C_pe,10","C_C_pe,1","D_C_pe,10","D_C_pe,1","E_C_pe,10","E_C_pe,1",Angle de pente α,"F_C_pe,10_Au_Vent","F_C_pe,10_Sous_Vent","F_C_pe,1_Au_Vent","F_C_pe,1_Sous_Vent","G_C_pe,10_Au_Vent","G_C_pe,10_Sous_Vent","G_C_pe,1_Au_Vent","G_C_pe,1_Sous_Vent","H_C_pe,10_Au_Vent","H_C_pe,10_Sous_Vent","H_C_pe,1_Au_Vent","H_C_pe,1_Sous_Vent","I_C_pe,10_Au_Vent","I_C_pe,10_Sous_Vent","I_C_pe,1_Au_Vent","I_C_pe,1_Sous_Vent","J_C_pe,10_Au_Vent","J_C_pe,10_Sous_Vent","J_C_pe,1_Au_Vent","J_C_pe,1_Sous_Vent","F_C_pe,10","F_C_pe,1","G_C_pe,10","G_C_pe,1","H_C_pe,10","H_C_pe,1","I_C_pe,10","I_C_pe,1",Cas,Pression intérieure C_pi,Combinaisons fondamentales,Combinaisons accidentelles,Etats limites de service,Matérial,Norme,Classe de service 1,Classe de service 2,Classe de service 3,Type d'ouvrage,W_inst/lim,"W_net,fin/lim",W_fin/lim
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,"C. Locaux avec tables (écoles, restaurants, etc.) - C5 Locaux susceptibles d'être surpeuplés (salles de concert, terrasses, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,D. Commerces - D1 Commerces de détail courant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,D. Commerces - D2 Grands magasins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,"E. Aires de stockage et locaux industriels - E1 Surfaces de stockage (entrepôts, bibliothèques...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,E. Aires de stockage et locaux industriels - E2 Usage industriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,H. Toitures accessibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,I. Toitures accessibles pour des usages des catégories A à D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,S. aménagement paysager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,Q. charge uniformément répartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,≥ 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des charges d'exploitation en fonction de l'usage du bâtiment,,,,,,,,,,,,,,F. charge ponctuelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Charge des cloisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,≤ 100 daN/m,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Charge des cloisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,≤ 200 daN/m,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Charge des cloisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,≤ 300 daN/m,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quelques exemples de combinaisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELU (STR : résistance de la structure),Poids de la structure,Neige,Vent (pression),,"γ_G,sup*Gk + γ_Q,1*Q_k,1 + ψ_0,1*γ_Q,i*Q_k,i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quelques exemples de combinaisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELU (STR : résistance de la structure au soulèvement),Poids de la structure,Vent (dépression),Neige,,"γ_G,inf*Gk + γ_Q,1*Q_k,1 + ψ_0,1*γ_Q,i*Q_k,i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quelques exemples de combinaisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELU (EQU : risque de soulèvement au vent),Poids de la structure,Vent (dépression),Neige,,"γ_G,inf*Gk + γ_Q,1*Q_k,1 + ψ_0,1*γ_Q,i*Q_k,i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quelques exemples de combinaisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELS (STR et EQU en situation accidentelle),Poids de la structure,Vent (dépression),Neige accidentelle,γ_A*A_dk,"Gk + ψ_2,1*Qk,1 + ψ_1,1*Qk,1 + ψ_2,i*Qk,i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quelques exemples de combinaisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELS (INST : caractéristique),Poids de la structure,Charge d'exploitation,"Vent (pression), Neige",,"Gk + Qk,1 + ψ_0,i*Qk,i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quelques exemples de combinaisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELS (QIF) quasi-permanente,Poids de la structure,Charge d'exploitation,Neige,,"Gk + ψ_2,1*Qk,1 + ψ_2,i*Qk,i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Quelques exemples de combinaisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELS (DIF) quasi-permanente,Poids de la structure,Charge d'exploitation,,,Gk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durée indicative d'utilisation du bâtiment,50 ans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action permanente (STR) : γG,sup",1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action permanente (STR) : γG,inf",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Action permanente (EQU) : γG,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Action variable (STR) : γQ,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d'exploitation des bâtiments - Catégorie A : habitations,"{""ψ₀ Action variable d'accompagnement"": 0.7, 'ψ₁ Action fréquente': 0.5, 'ψ₂ Action quasi-permanente': 0.3, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d'exploitation des bâtiments - Catégorie B : Bureaux,"{""ψ₀ Action variable d'accompagnement"": 0.7, 'ψ₁ Action fréquente': 0.5, 'ψ₂ Action quasi-permanente': 0.3, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d'exploitation des bâtiments - Catégorie C : lieu de réunion,"{""ψ₀ Action variable d'accompagnement"": 0.7, 'ψ₁ Action fréquente': 0.7, 'ψ₂ Action quasi-permanente': 0.6, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d'exploitation des bâtiments - Catégorie D : commerce,"{""ψ₀ Action variable d'accompagnement"": 0.7, 'ψ₁ Action fréquente': 0.7, 'ψ₂ Action quasi-permanente': 0.6, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d'exploitation des bâtiments - Catégorie E : stockage,"{""ψ₀ Action variable d'accompagnement"": 1, 'ψ₁ Action fréquente': 0.9, 'ψ₂ Action quasi-permanente': 0.8, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges d'exploitation des bâtiments - Catégorie H : toits,"{""ψ₀ Action variable d'accompagnement"": 0, 'ψ₁ Action fréquente': 0, 'ψ₂ Action quasi-permanente': 0, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges de neige - Altitude > 1000 m,"{""ψ₀ Action variable d'accompagnement"": 0.7, 'ψ₁ Action fréquente': 0.5, 'ψ₂ Action quasi-permanente': 0.2, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges de neige - Altitude ≤ 1000 m,"{""ψ₀ Action variable d'accompagnement"": 0.5, 'ψ₁ Action fréquente': 0.2, 'ψ₂ Action quasi-permanente': 0, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Valeurs des coefficients partiels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Action du vent,"{""ψ₀ Action variable d'accompagnement"": 0.3, 'ψ₁ Action fréquente': 0.2, 'ψ₂ Action quasi-permanente': 0, 'Facteur combiné ψ₂ si Action accidentelle (If incendie) s': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) dynamique de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.5,21.9,23.2,23.2,24.0,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) dynamique de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,22.9,24.3,25.9,26.7,27.2,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) dynamique de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,24.3,25.9,27.2,28.7,29.1,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) dynamique de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,25.2,27.0,28.2,30.1,30.4,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) dynamique de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,26.0,27.8,29.2,31.2,31.4,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) dynamique de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,26.6,28.4,29.5,32.1,32.2,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) dynamique de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,27.1,29.0,30.0,32.8,32.9,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Vitesses (en m/s) dynamique de base en fonction des temps de récurrences au Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,27.6,29.4,30.4,33.5,34.1,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
